16.573648, -2.130110
20.930164, -1.837683
25.678614, -2.506296
28.903408, -2.734813
32.835560, -3.162527
35.730736, -3.481862
39.665234, -4.855321
42.254532, -9.652383
42.065304, -12.071590
40.391415, -17.326769
37.237614, -20.755646
34.707424, -22.078318
30.924055, -23.352320
26.764299, -24.482119
23.652727, -24.991848
21.260962, -25.194935
17.153498, -23.953388
14.652545, -21.813982
12.171531, -19.050014
10.617152, -17.422356
9.133519, -16.038095
5.765326, -13.533071
3.329798, -13.001428
0.097512, -12.966163
-3.515944, -13.105577
-6.104068, -14.557268
-8.613376, -17.725189
-9.920851, -21.795380
-9.975780, -26.062517
-9.335745, -30.049137
-10.993796, -33.831532
-13.133447, -37.868172
-12.639298, -42.393803
-10.527227, -46.445450
-8.457802, -49.561687
-6.291079, -51.135139
-4.210990, -52.199135
-2.006677, -52.624664
0.161984, -52.931622
4.724618, -52.856956
9.116607, -52.422329
12.385940, -53.093666
15.545326, -55.571785
17.288805, -58.170250
19.017618, -61.616096
20.602301, -64.671700
21.285366, -67.210045
21.061651, -69.619194
19.538557, -71.100060
15.953097, -71.091469
11.561328, -70.118156
7.164907, -68.676872
3.277822, -67.490791
-0.147825, -66.310966
-3.901918, -64.860069
-5.934504, -63.140938
-8.081030, -60.671185
-9.625759, -58.709057
-11.950581, -55.845543
-13.774680, -53.681538
-16.098188, -50.766529
-17.931772, -48.406792
-19.645082, -46.076256
-20.910570, -44.287003
-22.229345, -42.407253
-24.801861, -37.152645
-24.959120, -34.467937
-24.919214, -30.961285
-24.543110, -27.493973
-23.569258, -23.329357
-22.317270, -19.580338
-20.891260, -15.572045
-19.679613, -12.067117
-18.117493, -8.729476
-15.979977, -6.888635
-14.315635, -5.506340
-11.860543, -4.086879
-9.772587, -3.338838
-6.525039, -2.489128
-3.701370, -2.041646
-1.173752, -1.712860
3.006617, -1.593023
2.1617, -1.593023
7.449238, -1.807783
16.766457, 1.468822
21.050911, 1.611998
25.747046, 1.296994
29.003006, 0.627258
33.205868, 0.158668
36.012306, -0.125218
39.724922, -0.559252
41.782543, -1.460074
43.923542, -3.021456
45.244873, -4.936635
45.896290, -6.740759
46.081886, -9.353930
46.012451, -11.720932
45.723820, -14.158537
44.955635, -16.806671
44.073387, -18.650993
42.339432, -21.335939
39.870537, -23.693193
36.017925, -25.819347
32.485256, -27.075684
28.878046, -27.616383
25.637726, -28.494232
22.473892, -29.085470
19.919237, -29.216566
15.960450, -28.022345
13.170243, -25.527578
11.810283, -23.913862
9.817454, -21.985371
7.831666, -20.299654
6.109421, -18.691828
3.504595, -17.021713
0.001295, -16.565140
-3.071769, -17.374149
-4.934549, -20.709103
-5.135086, -23.845655
-5.259940, -26.385843
-5.187126, -28.956102
-5.968646, -33.443104
-7.856722, -36.053806
-9.387291, -39.281754
-8.994431, -41.877880
-7.797506, -43.978256
-5.926398, -46.503647
-3.575545, -48.205196
0.392418, -48.633022
4.368447, -47.739956
8.440958, -47.808449
11.383769, -48.251091
14.415318, -49.351460
16.044094, -50.582008
18.911316, -53.311417
21.542599, -56.916363
23.378304, -60.445396
24.628851, -63.658871
25.207714, -67.215714
25.040834, -70.570045
23.911083, -73.610519
21.509190, -75.132103
18.302765, -75.560074
14.547515, -75.032066
10.029629, -73.596138
5.762340, -72.144875
1.978915, -70.891403
-1.454341, -69.720833
-5.441332, -68.348457
-8.687927, -66.226768
-10.724003, -63.719337
-12.319324, -61.025654
-14.232622, -58.624554
-16.205944, -56.471134
-18.831865, -52.837799
-20.678045, -50.327183
-22.395473, -47.851276
-25.212492, -44.413513
-27.980366, -41.020061
-28.842585, -37.695202
-28.921488, -34.329853
-28.448809, -30.097078
-27.893019, -26.080061
-26.784611, -22.102047
-25.688414, -18.302843
-24.374313, -14.305943
-22.907280, -10.879760
-21.411762, -6.971597
-18.717157, -4.144494
-15.277413, -1.478718
-13.417707, -0.311657
-11.376225, 0.712696
-6.387558, 1.693068
-3.562630, 2.018090
-1.364904, 2.246534
2.908861, 2.130006
2.08861, 2.130006   
8.850578, 2.109601
